PUBLISHDATE,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
3/9/2016,11.005201,10.349193,9.801758,9.83509,11.044578,15.856323,26.448275,25.3911,25.406659,26.186526,26.482232,26.686564,26.285882,26.249686,26.209498,26.156442,26.041814,25.661335,33.496365,30.207702,26.621212,24.194524,18.723893,16.265322
2/20/2016,19.965739,18.237407,17.743108,17.005234,17.023405,19.374756,23.303451,25.483801,24.958163,24.619077,23.786062,21.90688,20.389166,19.155421,17.093904,16.828137,17.404439,21.49745,24.653168,24.470445,23.333921,21.837154,18.538476,16.386734
5/23/2016,12.402615,12.650449,10.916807,10.625889,12.111421,16.174617,23.831909,25.188214,26.20665,26.762063,27.043177,27.093842,27.046796,26.957382,27.249328,27.176321,27.843688,27.799114,27.699436,26.513992,27.314956,26.2099,20.527282,16.431003
5/20/2016,15.646637,15.244291,13.144329,13.54321,15.773594,18.662094,26.977249,28.266452,27.762946,28.928156,29.642589,30.897042,31.757007,32.790547,30.469408,29.394165,29.46952,28.522593,25.952472,24.964549,25.572618,25.12112,20.878072,16.497618
12/26/2015,14.190685,11.784745,9.418673,8.954234,9.337171,10.498311,14.61601,16.446816,21.345262,23.289649,23.841853,23.757043,23.410596,22.358179,21.334275,21.273074,24.386914,28.89919,27.209725,26.539166,25.518049,22.49519,20.657701,16.523426
9/3/2016,14.436198,13.655863,12.522636,11.138676,10.332341,11.561819,12.639288,14.569711,19.180699,21.796971,22.962338,24.077061,24.879563,25.131109,25.280046,25.534889,25.606348,25.503122,25.169228,24.857592,24.972485,23.326072,20.675325,16.608417
5/8/2016,17.197355,16.70238,13.817684,12.417707,12.783546,14.352774,14.864607,16.070457,19.626148,22.357342,22.683181,22.893235,23.261242,23.082512,23.10122,22.990839,23.49367,23.684586,23.854962,24.43729,27.856502,26.727722,20.501805,16.9273
9/12/2015,19.268343,17.004843,14.958993,12.088727,10.942036,11.663012,13.287193,16.765712,23.718155,26.197379,27.921548,28.992798,29.697745,30.470011,30.468511,31.06869,30.417306,29.07282,26.824957,28.206087,27.729082,25.123367,22.632698,17.13981
6/8/2016,16.643633,15.273441,14.042512,12.523088,14.191554,16.788069,19.792969,22.209857,23.627789,25.038189,26.322556,26.54503,27.137011,27.853812,27.984088,27.92239,27.723264,27.681244,27.19529,25.726916,26.323992,25.585177,20.684697,17.181975
3/8/2016,16.93513,17.883545,16.11798,15.91108,18.105436,20.82388,32.699447,27.719046,27.015935,26.742189,26.695216,25.64993,24.103059,23.854099,23.339049,22.704366,22.858639,23.68368,32.114107,27.883558,26.392294,23.727921,19.706935,17.399936
5/13/2016,17.618959,16.020802,13.62845,13.053809,15.365014,17.875165,24.306975,25.898995,26.391901,28.411861,28.862235,28.750118,28.940134,28.334309,28.436231,27.535702,27.853529,28.022453,25.505414,24.261849,26.436503,24.887765,20.864343,17.413045
1/9/2016,20.309774,18.99291,18.327137,17.98155,17.973354,19.44913,21.5141,24.655603,26.622678,26.971876,26.663567,25.281757,24.069863,23.460006,22.50938,22.262557,23.643567,28.355865,27.782062,25.506918,24.122708,23.682913,20.886173,17.494091
12/27/2015,14.391956,12.248879,9.266195,8.855799,8.801993,9.020547,10.583055,12.627704,16.641467,18.681431,19.052926,19.523162,19.411207,19.034396,18.748037,18.649047,23.764253,30.016946,27.561442,26.435056,26.140798,24.778779,21.214482,17.629004
2/2/2016,18.892934,18.324003,17.361124,17.317979,19.207664,22.167444,32.963821,32.610099,28.789041,27.49087,26.72044,24.678691,23.752041,23.136224,22.468395,22.033103,23.33501,30.341228,30.935055,29.306573,27.83122,23.854488,20.751366,17.645912
11/28/2015,15.726793,14.698041,14.394848,13.801736,14.579499,15.696345,19.318247,21.802877,23.342316,24.490268,24.949003,24.540682,23.667416,22.338673,21.245893,21.159771,22.61042,26.165957,26.31735,25.404345,25.197408,23.72238,21.00209,17.680863
6/5/2016,18.262879,17.126,14.988426,12.880768,11.616427,11.346999,8.776728,16.618597,19.529728,21.632842,24.708922,25.859842,27.959863,29.040367,31.052088,29.824993,28.982923,28.105891,26.425514,25.406838,26.829092,26.07372,20.884081,18.116357
6/7/2016,18.136873,16.218592,14.455651,13.509227,14.107693,16.745781,19.984642,23.163215,24.588735,26.358148,29.2627,30.597289,32.369298,37.128688,36.393963,41.0591,38.906668,34.98917,30.226643,28.53449,28.70879,26.919917,21.877996,18.130952
1/31/2016,20.830219,19.980295,19.202639,18.650052,18.878585,20.362731,23.998429,26.708746,27.540554,25.926703,23.956019,22.799614,22.273362,21.680796,21.089536,21.039826,22.302621,26.825461,28.888498,27.804489,26.106471,23.76087,21.274701,18.134138
5/14/2016,17.524268,16.991112,15.031893,14.510721,14.663142,15.291092,16.482829,19.039823,22.637286,23.717875,24.222693,24.233777,24.123877,23.616786,23.273477,23.008278,23.165105,23.312546,23.287631,22.453892,24.425623,24.390475,21.940887,18.154023
5/19/2016,16.213488,15.779203,13.535298,13.53031,15.702696,20.181562,29.245119,29.87505,29.049425,29.116318,29.198188,30.005636,29.762027,30.123305,29.695457,28.352279,28.381052,28.656183,27.608344,26.862808,31.750305,29.113498,23.237973,18.192336
2/24/2016,17.908047,17.034676,16.018716,15.624019,17.302835,21.234022,30.431017,28.269352,27.458062,27.14728,27.068917,26.554307,25.603833,25.230115,24.517111,24.238876,24.366865,26.784233,29.373773,27.693843,26.60392,24.764496,21.426179,18.205991
6/1/2016,17.958273,15.277616,13.051999,10.432244,11.588798,15.069443,17.156984,21.016358,23.155962,24.395523,26.471298,29.999487,31.702755,32.599529,34.819719,39.240495,41.746156,37.669941,31.468797,29.858483,30.007235,27.656256,22.792233,18.230243
2/29/2016,12.100912,11.570172,11.478529,11.506942,14.101449,21.582497,33.025401,30.185236,27.313134,27.400662,25.704787,24.958056,23.992025,23.537106,22.472352,21.944834,22.707504,25.765534,30.573956,28.588397,27.017287,25.296918,21.450959,18.300749
5/18/2016,17.946367,17.355687,15.836143,15.746776,16.814583,21.366832,31.112743,30.421941,29.551345,29.693465,28.998237,28.490052,29.238683,28.624176,28.161767,27.515256,27.412512,27.561969,27.682824,26.834321,30.701693,28.690962,21.956616,18.387294
11/27/2015,14.757656,12.833238,11.572443,11.599496,13.979225,16.58506,21.696265,24.921383,24.759361,25.330433,25.202543,24.700116,23.04084,22.013601,21.2741,21.369893,23.295457,27.072603,27.054477,26.666072,26.489892,24.974354,22.22883,18.506511
12/22/2015,18.068119,16.945499,15.478453,15.223544,17.037948,20.337847,26.999064,27.91374,26.781176,27.186781,27.185251,27.083398,26.248568,24.874955,24.198056,24.097198,26.821736,35.830934,29.149999,28.546348,27.349258,25.59997,21.888407,18.58173
3/31/2016,17.167121,15.11519,13.972153,14.04968,15.629327,18.95506,26.833073,30.053925,29.944868,30.817926,30.767085,30.42501,29.374413,28.700137,26.269342,24.953668,24.628403,24.549517,24.734118,29.560507,31.026739,26.910135,20.094695,18.582322
12/14/2015,12.818334,10.096266,8.757704,8.739422,11.785937,17.840581,26.816105,30.138679,26.49833,26.415743,28.651027,28.445369,27.093435,26.110449,25.333229,25.360688,29.916956,39.752374,35.82065,31.80846,30.912648,25.73671,22.031271,18.61319
5/15/2016,15.673764,15.157942,14.449094,12.815425,13.797682,14.793294,14.892357,17.184328,20.626757,21.797112,21.6819,21.708303,21.56973,21.250721,20.44751,20.2997,21.091156,22.110209,23.109666,23.300774,25.593683,25.604187,23.172565,18.652243
5/30/2016,16.742551,14.857963,13.517784,11.010198,9.838981,9.874282,11.202586,14.080841,17.108811,20.648594,22.367715,23.542288,24.765645,25.55292,25.75328,25.84844,25.92438,26.851244,25.660724,24.858919,26.093461,25.740074,21.04109,18.721513
7/3/2016,16.977441,15.257914,13.539503,11.668981,9.481312,7.371741,7.19494,12.808981,16.813252,20.634557,22.586106,23.900902,24.525396,24.745455,24.834484,25.149176,25.346326,25.358976,25.247299,24.991339,24.533618,24.487566,22.64012,18.72812
3/10/2016,15.289963,14.321585,12.31665,12.314251,13.821786,18.137122,25.986764,26.122136,25.898432,26.164238,27.533572,28.044943,27.468879,27.495078,27.319007,26.935578,27.029181,26.355415,32.455318,30.026874,28.551823,26.364789,21.340799,18.75583
1/8/2016,21.905194,21.237699,20.967004,21.272782,22.359833,26.313337,33.520829,35.460708,30.404361,30.191133,28.672498,27.795187,26.431805,25.625339,24.699845,24.49198,25.884333,30.573726,29.94394,27.687811,26.405056,24.207572,21.297376,18.810784
6/2/2016,18.165562,16.652319,14.801386,12.611666,13.896026,17.342862,20.151872,23.272316,24.894266,26.73615,29.147332,30.807715,31.30928,34.036686,35.224517,40.992794,42.135301,36.559245,31.174356,29.884331,29.586302,27.878851,23.498998,18.831618
2/19/2016,23.000122,22.969545,22.843074,22.818815,24.285428,30.406124,53.853201,44.090098,32.410626,29.602183,28.926248,27.584427,25.349328,24.239401,22.717387,23.00973,23.240418,26.08436,28.903184,28.288101,26.38708,24.60056,22.017852,18.863032
5/31/2016,16.473931,15.252698,12.444693,10.917084,12.003665,14.977591,18.119573,21.692416,23.086197,24.901389,27.066619,30.650786,34.92976,37.158708,38.538825,41.092836,49.526676,39.889644,30.432111,28.891448,28.915387,27.53251,21.996764,19.000128
6/12/2016,20.158272,18.761802,17.056803,14.406383,11.453898,11.318881,11.485432,18.415916,22.856582,26.257705,28.263674,28.963266,31.368895,32.486887,33.529727,36.122544,37.475261,37.925159,32.145117,28.554545,28.218549,26.727491,22.180035,19.025377
11/18/2015,18.84916,17.840879,16.36342,16.064643,18.350838,22.275248,31.23489,29.197039,28.819709,28.650473,28.623566,28.863725,28.025698,27.724686,26.254482,25.951105,27.277526,38.936247,31.494096,30.027302,29.681593,25.72719,22.834164,19.026936
5/1/2016,18.527094,18.053747,15.706083,14.707443,15.94469,17.294332,17.610974,19.089416,21.982711,24.218579,24.860892,25.473706,25.591446,24.953335,24.207939,24.190045,24.948206,25.437591,25.218026,25.610341,30.698531,27.398098,23.190161,19.047243
7/2/2016,18.302032,17.824068,15.839525,14.093022,12.861988,13.450959,13.570008,17.066586,20.260658,23.163039,24.370818,25.937733,26.656127,27.369401,28.170273,28.759223,29.574021,29.430951,28.392517,27.114455,26.390276,25.37041,22.860921,19.071685
2/21/2016,15.439392,14.452902,13.719478,13.2961,13.310852,15.272175,20.415275,22.434615,24.329997,24.913418,23.373117,21.873872,20.98793,20.259476,19.761783,19.706316,20.911306,25.104314,27.979958,29.146762,28.442816,25.507366,21.953672,19.099501
6/17/2016,19.812418,19.086443,17.31097,15.710802,16.544434,18.105339,20.439946,23.169168,24.735121,25.692574,27.4098,28.474759,30.447751,31.354182,32.048086,32.406995,33.820705,32.501443,30.577762,27.4218,27.015184,25.793647,22.668066,19.169152
12/24/2014,21.261872,17.421848,17.113885,17.061832,17.181621,20.357923,22.095536,24.56949,25.578463,26.708592,26.769329,26.478143,25.661006,25.154924,24.369392,24.14547,24.867524,26.975639,26.270128,25.033094,25.128842,24.267346,23.225116,19.239045
3/23/2016,17.92174,16.935086,15.647607,16.420611,18.622118,24.238087,35.079482,34.897134,29.800705,29.823907,30.491475,29.450949,27.502672,26.102429,24.971066,24.141768,23.122425,23.54436,24.617358,31.467979,31.212211,27.252743,21.33657,19.267877
4/30/2016,19.881754,18.968118,18.35386,18.170765,19.123263,19.732512,22.017757,23.596337,25.712384,27.482941,27.470742,27.073332,25.307794,24.363184,23.617736,23.296786,23.594825,23.664444,24.003908,24.668456,28.254102,26.29745,21.510994,19.273602
3/1/2016,19.645155,19.126204,18.660384,18.934573,20.15229,23.165468,33.94523,30.502707,28.034999,27.551025,26.229718,25.449735,24.671917,23.818758,22.380984,21.848272,22.320606,24.48593,31.535543,28.131717,26.556976,24.269566,20.903589,19.293007
9/14/2015,13.950377,13.004883,11.973739,10.611201,12.197397,17.886558,24.375561,24.782735,25.263995,26.314269,27.870564,30.246384,31.060548,31.897144,32.05669,32.706262,32.944655,31.923141,30.222233,32.618304,31.542283,25.992526,23.613021,19.302532
6/18/2016,17.504342,16.970832,15.285745,12.649711,11.958181,11.831924,11.571873,17.449919,20.6946,22.993789,24.28965,24.879055,26.456495,30.004131,32.66034,34.675596,38.513898,40.721509,33.290619,28.83539,26.32569,25.428922,22.772022,19.37488
4/1/2016,17.47702,17.86573,16.422486,15.683582,17.761351,20.80341,28.768659,29.786027,32.401078,33.404499,33.187845,33.32022,31.029624,30.688268,28.526492,28.152201,28.742302,26.626296,25.53163,28.459169,32.087224,27.321107,20.790542,19.37776
12/24/2015,15.041883,11.606427,10.423506,10.284107,11.200521,15.2636,19.684501,22.484343,25.368553,27.457016,27.044303,28.033336,27.314031,26.935565,26.47673,26.1115,27.52907,30.626632,28.214867,27.409029,26.805047,25.210517,21.458019,19.386926
5/17/2016,17.354904,16.469048,14.912233,15.429258,16.67119,20.557351,28.960136,29.803527,29.95354,30.359178,30.773012,30.937793,32.116649,30.921108,29.982893,29.335145,29.04386,29.716084,27.535709,26.208354,30.648283,27.592039,22.323934,19.394476
5/29/2016,17.800999,16.402176,14.392247,11.655835,10.414667,8.784669,8.239173,14.245551,17.490916,21.418532,22.687519,24.588663,25.513339,26.92906,27.160923,27.252171,27.756559,27.842948,26.223309,25.075907,27.141233,25.960019,21.971558,19.405479
5/7/2016,18.432838,18.156113,16.573896,15.398825,16.533151,17.954833,18.589593,19.723622,23.130821,24.710488,25.613254,25.6398,25.631512,25.015531,24.36243,24.267893,24.826539,24.8369,24.832079,24.064686,26.174146,25.675451,22.152379,19.46062
3/26/2016,19.561366,19.55114,18.818446,18.604913,19.526088,20.692731,23.718798,26.792094,28.908846,31.021219,31.298543,27.78339,25.145262,24.02982,22.099552,20.793382,21.067937,21.828186,22.987155,29.024618,29.824338,25.320762,21.715355,19.476842
9/25/2015,18.754654,18.275505,15.207422,14.667775,16.134011,21.884417,29.792684,25.352265,26.433938,29.183342,30.358486,31.098233,31.581855,31.901168,31.859443,32.040336,32.03783,31.193433,28.185263,32.533918,30.883993,25.951591,23.481236,19.481962
5/16/2016,18.575733,18.605456,17.235629,17.236403,18.903842,22.858382,32.882643,34.847889,31.092931,30.229673,29.602386,29.411727,29.739106,29.524579,28.40053,28.310465,27.563302,27.399975,26.020791,25.268272,35.271827,29.751423,21.570624,19.493166
12/12/2015,19.810892,19.037641,15.269722,14.59598,15.721573,19.230272,22.793108,25.458117,27.70177,28.508837,28.556662,27.502313,24.968825,23.977304,23.814467,24.082608,27.104491,34.014077,31.042716,29.964401,29.455322,27.037336,23.282041,19.509789
6/9/2016,14.825288,14.255754,13.318482,11.783549,13.890071,16.398821,19.290463,20.585624,21.432036,22.648231,24.021312,25.019656,25.667577,28.834824,30.553982,32.032951,33.442037,34.279405,30.566151,26.085426,28.15615,27.221502,21.396617,19.514835
1/15/2016,19.407034,19.125782,17.506624,18.174639,19.293363,23.932921,31.019596,31.726258,27.721186,26.192039,25.993719,24.714533,24.312607,23.666898,22.933595,22.89936,23.766137,28.990231,27.107303,25.889981,25.048591,23.270534,20.940128,19.523481
6/3/2015,19.141222,15.791751,12.704658,12.008952,12.926681,17.736694,23.464755,27.292989,28.940899,29.451745,31.701044,31.506219,31.709838,31.421629,31.244822,30.931711,30.826094,30.670429,30.683377,29.954635,30.93446,30.815205,24.412431,19.593744
3/12/2016,20.309891,19.604529,18.584804,18.286309,18.844765,20.612862,23.69141,26.055115,29.431356,28.898703,28.966906,28.128337,26.119117,24.65712,22.171721,21.912374,22.103388,23.183176,29.585758,29.267386,27.881083,25.661637,21.661738,19.595397
3/24/2016,15.960035,14.994199,14.259336,14.351786,16.110362,20.390289,29.348624,29.58439,28.442758,29.205044,29.071192,28.942285,27.925951,27.740357,26.119547,25.307472,25.393227,24.696193,24.714465,29.583741,29.029554,27.271727,20.877206,19.602543
4/27/2016,18.342052,18.159212,16.598666,16.327074,17.923159,20.787318,26.276335,25.396724,27.108479,27.048191,28.71001,28.54188,28.725817,28.825512,28.673903,28.68106,28.928416,28.506523,26.590005,26.261267,29.660892,26.993818,22.244107,19.610355
5/3/2016,19.53003,18.851027,17.526302,17.521526,18.802271,21.716348,30.223462,31.308564,31.159464,31.587588,32.845243,32.805607,31.435109,31.858654,30.468749,30.712324,30.753698,28.741722,28.062977,26.564596,32.822697,30.281437,23.155739,19.635048
6/4/2016,18.740779,15.779522,14.17935,11.190438,10.745385,10.775637,10.516276,17.084591,21.232116,23.880739,26.554714,28.326943,30.798963,33.148752,34.094134,35.643741,37.561566,36.082227,31.642801,28.23759,29.578353,27.500753,23.158048,19.671986
4/2/2016,18.520163,18.24529,16.199947,15.335226,16.840475,18.423064,19.691848,21.565011,25.498625,26.290424,26.018694,24.790813,23.642056,22.424746,21.356654,20.596497,20.800228,21.201686,22.206069,26.15405,31.347756,26.398317,20.560895,19.693664
6/10/2016,15.344998,13.230158,10.982185,5.641587,10.970317,14.832565,18.001472,21.306568,22.960222,24.529134,26.246622,27.461784,30.566934,34.078448,36.493432,39.907813,45.185145,41.201094,35.354118,31.341488,31.61368,28.405868,23.354165,19.781985
5/12/2016,18.076277,17.615686,15.775422,15.626035,17.090534,19.632488,25.076887,26.26547,26.782582,28.339853,28.89589,29.469096,31.80636,31.80772,32.605719,32.71682,33.136362,32.262676,30.583434,27.364203,31.848852,28.661044,22.591477,19.785599
4/29/2016,18.854162,18.422885,17.330252,17.581239,18.599173,21.240972,30.096722,29.908882,31.056164,32.041251,32.594575,32.223493,31.504333,29.701373,27.633407,26.420765,27.075826,27.027335,25.360109,25.642495,29.053971,26.58655,21.524079,19.788364
6/3/2016,19.025573,17.151056,15.433793,13.90017,14.726806,18.125951,20.368636,23.661163,25.0271,27.573903,30.993731,32.939635,34.884002,41.432033,43.746043,45.60467,44.002865,39.882354,34.538305,30.484624,30.953802,30.302045,24.48324,19.793829
7/4/2016,16.02756,14.223597,12.781349,9.283708,8.015488,7.707392,7.748956,13.874176,18.050246,21.377251,23.074683,24.092242,24.909752,25.484898,25.713919,25.916991,26.04401,26.095513,25.657871,25.800849,25.628508,25.102795,23.212392,19.933653
11/29/2015,15.687323,14.566171,13.752782,13.939803,14.290959,15.057422,17.147525,20.198641,22.525065,24.192008,25.01114,24.444276,23.594435,22.525006,21.787596,22.00755,24.126759,31.288201,27.313438,27.152213,26.885666,25.307527,22.198459,19.937556
5/24/2015,14.825919,14.740287,10.222714,9.020965,8.23662,8.441591,9.242058,13.25962,19.744,22.239821,22.795361,24.167447,25.036095,25.601739,26.257305,27.045555,28.423357,29.043579,28.4104,28.229563,29.62509,28.775575,23.716421,19.990982
2/23/2016,20.253007,19.362873,18.856391,18.501421,20.290553,26.372638,35.710367,32.65227,31.125939,30.55555,30.165429,29.725904,27.815759,27.190246,26.519967,26.246373,27.079312,31.114903,37.815814,32.794379,29.503826,26.715139,22.378842,19.994132
5/28/2016,19.176101,17.150772,15.935021,12.910461,12.583243,13.11865,14.112943,16.764029,20.965134,24.305667,26.7904,28.934722,30.975011,35.343671,41.576927,42.534994,45.600679,41.734641,31.177929,27.547256,28.498806,26.766886,22.707217,19.995052
6/13/2016,14.753136,13.111232,10.794154,7.401314,10.888525,14.574646,18.509981,20.859133,22.351069,23.763852,25.909718,27.080488,28.726376,31.050232,32.413203,35.543273,40.963173,38.062074,32.539255,30.738878,29.530646,27.792277,23.275907,20.028942
5/5/2016,18.392101,17.886762,15.699433,15.750469,17.558974,20.698074,30.079967,30.892186,30.23499,30.619624,30.833308,30.589145,30.268949,29.837202,28.468229,28.049171,28.10758,28.118932,27.657874,27.119796,31.879488,29.097539,23.16646,20.074034
5/23/2015,19.298536,18.689438,15.571362,13.625035,15.292745,18.538244,19.303516,22.262393,23.997251,24.731676,25.134798,25.406718,25.34193,25.3951,24.91514,25.097563,25.518975,25.519134,25.114053,24.904757,26.568866,25.845034,23.310211,20.075292
6/28/2015,18.148803,16.173049,13.960584,10.018191,8.833237,5.809154,5.091063,12.796634,18.202167,23.526056,25.358043,26.558617,27.279219,28.920785,29.007809,29.089683,28.562224,28.618625,28.765062,28.634119,28.471613,28.357626,24.260834,20.07599
2/7/2016,20.782655,20.374506,19.919576,19.987342,20.368725,22.426843,25.83291,27.043548,27.493521,25.223839,23.140931,22.447379,21.485533,21.022348,20.135503,20.302914,21.701785,26.575428,28.658947,28.347192,27.476214,25.108957,22.825558,20.094509
3/7/2016,21.515459,21.017837,21.1098,20.89124,21.658381,25.342812,46.006151,34.756637,30.970794,30.193583,28.912438,27.265232,25.207348,24.644088,23.990208,23.600366,23.931347,25.990659,35.69586,32.767906,28.368401,25.219618,21.836404,20.176208
12/28/2015,15.791374,14.632463,11.607862,12.246282,14.646713,17.736361,25.447308,27.36733,28.28147,27.283526,27.609997,27.532291,27.261246,27.067184,26.42543,26.61116,28.736756,42.260235,36.840063,30.304098,28.685654,26.577102,23.257542,20.176687
3/25/2016,15.417658,15.010693,14.035206,14.195406,15.72198,19.95151,26.064729,28.092733,29.42055,30.746897,31.18882,30.174894,28.665714,28.468681,26.150991,26.008236,25.295853,24.308593,23.936429,30.277513,29.829775,26.357657,21.491866,20.196011
3/27/2016,19.792538,19.138892,17.885132,17.887212,18.470977,19.924681,21.193606,23.425307,24.830863,26.821113,26.558237,24.24259,23.51093,22.553742,20.703521,20.507018,20.861382,21.462658,22.78663,28.57355,28.835309,26.516574,21.602528,20.206332
12/29/2015,17.712666,15.566083,12.544019,12.491235,14.803324,19.463349,23.645206,27.76258,28.971948,28.812946,28.90456,27.81003,26.708135,25.972078,25.571759,25.250395,28.674206,42.452616,32.75809,30.241301,28.822302,26.802137,22.298219,20.212705
5/24/2016,15.485305,13.777126,12.252618,12.256071,13.561899,18.29956,24.390136,26.802178,28.710086,28.878727,29.416523,30.333872,31.495446,32.111097,33.880234,37.526871,41.174615,38.128306,32.007229,28.899999,31.524494,30.062167,25.10702,20.2269
12/1/2015,20.861319,19.368146,17.441287,17.565018,19.333109,24.056856,31.805544,32.38026,30.750557,29.995991,30.399855,30.234391,29.186045,28.290412,27.360188,26.802876,28.994294,36.818053,32.252184,31.960758,31.44901,29.457862,25.337654,20.228779
6/6/2016,15.315938,14.695508,12.835205,10.617371,12.578996,14.954114,18.784949,24.741529,24.799903,28.203408,30.721592,34.893506,35.806953,42.010436,43.384473,48.901978,43.880444,41.683706,34.279063,31.53851,31.918216,30.752661,23.375774,20.311025
5/9/2016,15.862976,15.462631,13.084042,13.242675,15.009538,18.265348,23.482621,24.944203,26.004092,26.497881,28.059369,28.432427,28.523277,28.518223,28.992379,28.383543,28.43453,28.525669,27.976039,26.471366,28.992461,28.367715,23.143093,20.348716
9/2/2016,18.798847,18.665887,15.763732,14.070395,14.19098,18.918649,21.871678,22.544682,23.529596,24.902614,26.662635,28.484509,30.059359,33.052224,35.139629,36.375022,36.69881,34.184629,29.807709,27.675068,28.106296,24.758494,22.973949,20.367595
12/16/2015,18.439872,16.212561,14.970462,15.747485,16.963431,24.003294,34.696951,38.869359,28.976793,27.649851,26.441926,25.82374,25.051777,24.568525,24.431086,24.659958,29.315938,43.534899,39.027035,35.076702,34.956619,26.892944,22.977314,20.384133
3/22/2016,23.090263,22.422301,21.968333,22.065353,23.94196,28.27166,43.974642,43.31725,30.982819,30.522381,29.163886,26.928883,26.558886,24.865017,23.328405,22.316845,22.239126,22.486664,23.808213,29.815951,28.839444,26.716478,21.721684,20.40717
5/11/2016,18.552427,17.901954,16.923248,16.790686,17.559019,20.353327,25.96503,25.909528,26.375992,27.84031,29.163955,31.690146,32.100528,32.503816,32.147042,32.2609,31.893198,31.725801,30.811034,27.035132,31.635183,29.754128,22.968604,20.449186
9/21/2015,19.594568,19.004065,15.73025,15.509289,18.063866,22.317212,28.511516,25.330151,26.274836,28.602139,30.076848,31.031843,30.960365,31.400271,31.503828,31.602383,31.801957,31.69639,29.597799,34.471442,31.761646,26.987598,23.758224,20.475972
9/26/2015,21.515673,20.274092,18.301663,16.911335,16.885379,19.230744,21.716192,22.217332,24.216356,26.442374,27.992465,29.960686,30.755699,29.307536,29.567468,29.244459,29.270175,28.742012,27.707981,32.937311,31.881096,25.471799,23.24667,20.509134
10/3/2015,20.520273,17.98302,15.668832,14.300497,13.969406,15.569442,20.709939,23.070356,25.480109,28.214189,28.35771,28.454438,27.591437,26.176277,25.620145,25.464382,25.594665,26.505,27.946761,31.414102,27.413969,25.019862,22.597795,20.561405
12/27/2014,22.278416,20.268957,20.247263,19.916273,20.731492,22.636162,23.456976,24.51854,25.219085,25.782161,25.636618,24.722304,23.39543,22.319243,21.468135,21.397702,23.000856,27.205159,25.991838,25.365028,25.304114,24.453806,23.473725,20.589939
6/27/2015,22.105295,17.469188,15.393895,12.406361,12.3796,12.370924,13.599972,17.434638,24.069808,25.957353,28.101551,28.952576,28.784216,28.815354,28.638255,28.89744,29.189323,29.077736,28.493358,27.293196,27.302917,26.87563,24.754605,20.591106
