PUBLISHDATE,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
5/19/2016,12.958747,12.849131,11.771186,12.406587,13.825386,17.255223,20.923663,26.408467,23.657993,24.712953,23.387781,23.124518,25.291821,24.462677,30.28419,23.938237,24.984975,27.881555,24.238251,22.939523,31.461847,23.488367,19.336077,13.78766
11/27/2015,12.994661,2.390282,10.47503,11.568598,11.884648,12.761676,13.711803,15.847127,16.230877,16.92033,19.918535,15.778826,16.19223,17.197878,17.159952,18.129859,18.850609,26.093487,20.967507,21.660092,18.357522,17.136923,15.304398,13.82962
2/24/2016,14.435228,14.44576,13.67578,13.573181,15.428423,18.89899,27.990249,25.11477,25.644921,23.726599,22.366051,23.478415,22.991743,23.043464,22.209855,22.123143,22.092161,21.551615,24.368001,23.818228,23.135827,20.53592,17.990962,14.106933
12/13/2015,20.653591,14.1666,13.99224,11.029286,11.347306,13.514658,14.551025,14.149205,17.564403,16.406891,17.183105,19.791182,22.675969,21.181763,19.917228,20.131159,31.736153,46.965468,26.64519,26.57683,25.403528,19.055466,18.302208,14.13224
12/4/2013,28.22791,26.317515,25.463388,26.342157,27.043701,26.541567,35.945245,41.710848,43.789653,38.39598,34.816104,32.49247,32.770249,32.042429,30.357567,30.854803,33.966422,45.582306,49.837323,36.620114,32.410275,29.069677,24.600501,14.227103
12/25/2015,15.537212,12.360324,7.834946,6.838727,8.341969,9.433761,10.660547,9.04323,9.815327,13.772456,18.585575,20.031668,18.057207,15.211635,16.034612,12.019332,12.627362,17.940135,12.938801,12.881753,15.718426,13.83566,15.175052,14.269223
10/2/2015,12.987255,9.465587,8.680401,10.612114,13.466302,18.633692,27.535658,24.217381,24.531422,31.251619,24.77824,23.467374,24.742364,24.007532,23.71657,22.623462,23.000142,22.557351,22.394321,22.178167,22.3992,21.828583,18.46294,14.273248
2/21/2016,13.424862,15.150831,13.208412,13.076327,12.750974,14.719294,17.661683,15.265623,12.651584,19.952022,19.319333,19.760817,18.971469,17.713172,17.307869,17.167743,18.329681,19.713296,22.875059,23.018938,21.902246,19.403974,16.933328,14.331726
7/2/2016,17.885933,18.932642,18.146942,14.872508,13.224118,4.163437,-6.585094,16.585678,19.731509,20.14617,21.410814,21.854512,22.014523,22.231336,21.575592,21.940852,21.84941,21.823842,21.391463,21.038079,20.291672,20.634389,18.609501,14.366596
5/23/2014,27.273069,25.845505,26.280788,26.004179,26.505764,28.966398,29.592443,35.787381,33.12571,39.482424,41.557314,39.223034,39.692432,42.468992,41.189311,42.054674,60.169411,49.252818,36.742323,31.018329,32.286909,30.739898,27.241026,14.478344
2/3/2016,16.558756,13.944732,12.264282,10.994033,12.276034,15.518816,23.22517,31.599635,21.687304,22.16111,21.473245,21.295616,20.196255,21.177076,18.55336,20.871452,23.734144,25.578722,24.590886,23.378816,23.413024,23.701218,23.701218,14.513639
3/16/2016,13.639098,12.075242,11.526034,9.857279,9.347645,8.660335,22.048688,24.013734,21.739535,20.690186,20.569256,20.652413,20.931185,21.994791,20.914558,19.932515,20.223943,20.14037,15.822437,21.381446,23.555264,21.68528,17.793279,14.581022
12/21/2015,19.597722,15.704362,16.795445,17.770735,19.510492,22.482159,24.223278,23.98239,24.656352,27.035288,28.129652,25.53339,24.40296,24.29519,23.482533,23.734462,26.348595,27.520393,26.918793,25.839885,25.776882,24.918465,21.728527,14.745048
12/26/2015,4.731991,0.828341,2.883045,2.297995,1.76798,4.944491,6.569334,-18.237284,-18.099975,10.120345,18.405005,19.181223,19.577906,15.710689,17.599103,18.978763,19.517955,27.900533,20.885059,21.545698,18.927315,17.938158,17.948506,14.842523
12/23/2015,14.689458,11.788954,10.524302,12.988316,16.67163,15.150182,18.663127,24.061318,23.244861,31.609085,46.735008,25.070484,24.406099,41.462058,24.176981,21.556987,23.661924,25.620846,23.773988,24.813892,24.92734,21.621779,16.557556,14.858445
9/4/2016,18.195935,15.958882,14.737254,11.354529,11.602237,11.744706,12.425438,10.697021,9.693786,17.963203,18.768323,19.890446,20.858248,21.432832,23.403246,26.014132,28.383854,25.850107,23.433797,22.718016,23.082826,20.479986,18.343315,14.89559
3/22/2016,19.9395,18.304292,17.695608,20.186935,22.73112,24.076171,36.659887,74.808856,28.958562,23.042393,21.032197,23.083209,21.583673,19.992098,18.351324,17.327002,19.556969,20.575467,20.507292,56.310417,24.082615,21.29266,13.789366,14.933399
1/10/2016,17.442832,15.464403,14.247612,6.891982,13.350575,11.92528,17.833407,18.61658,16.9114,19.8562,19.697074,19.419901,20.160994,19.36681,19.686517,20.790522,22.368192,24.210945,25.292291,25.087924,24.993806,21.755239,19.80923,15.067312
2/19/2016,19.993896,20.818577,20.76076,21.378025,22.945235,25.439228,152.48901,33.127009,25.98862,28.111704,25.977236,24.264879,24.671057,22.924174,21.768792,22.176174,23.132082,25.34754,27.738039,25.418459,24.948476,20.314701,20.263497,15.069815
9/12/2015,21.417344,23.050542,22.700877,21.257325,21.799214,22.627771,22.93559,22.720889,22.683445,24.199713,31.857635,24.580193,24.510684,24.966137,24.090871,23.406672,22.720481,23.192715,23.782662,26.671857,25.026204,25.593508,19.028208,15.191325
6/27/2015,22.965088,22.382053,21.066067,20.987708,19.821456,22.216935,21.615066,22.81216,23.619165,24.303042,24.815012,24.843452,24.140012,23.637176,23.359203,23.035595,22.6317,23.103691,22.933483,22.469372,23.517339,22.996605,18.890459,15.235259
12/14/2015,10.978725,8.991735,6.695371,6.657228,7.872626,13.352406,23.4514,23.64088,24.292527,26.416612,24.421587,22.45541,22.656285,23.662122,22.893836,36.996455,42.355484,34.675633,46.131084,26.111177,26.199678,23.926316,18.68207,15.386669
1/9/2016,20.9171,19.803071,18.606628,16.833457,17.455905,19.045747,19.141919,22.18988,22.904683,23.054605,22.924773,22.700246,21.600448,20.850922,20.979565,20.968235,22.241888,22.957626,21.638653,18.431484,19.16808,18.647455,15.088074,15.410711
5/23/2016,10.023111,-1.404835,-1.189682,-6.459057,3.546685,16.374414,21.866533,22.83509,22.97687,24.237429,29.221914,24.383089,24.94237,30.768924,26.080151,24.343478,26.940268,26.494854,25.134647,22.787412,26.454203,22.158636,17.047255,15.438592
12/28/2013,27.326166,28.501617,28.957832,28.356876,27.463864,30.362868,31.246532,39.382356,32.97918,32.722671,30.428498,29.659626,27.520149,25.449715,24.104893,24.651275,27.828467,34.694884,31.258495,29.943542,29.600736,27.47974,25.838244,15.536189
1/26/2016,17.66904,18.227327,17.825689,17.758513,19.260854,20.472358,23.399775,23.157815,23.83618,23.052231,22.737657,21.639566,21.017445,20.547937,20.653194,18.213691,20.63954,24.017091,23.357407,22.507874,22.478675,20.421074,16.389276,15.549504
7/4/2014,22.312317,24.639397,21.028266,11.565095,17.510105,22.142077,12.55164,17.457963,24.051673,26.728048,28.71229,28.129461,28.58213,28.009936,26.929828,26.314845,27.109245,27.130666,26.824839,25.130967,22.101045,21.946993,21.745869,15.591562
3/10/2016,16.503812,13.5237,12.542058,13.302994,14.940744,18.047482,19.379821,21.337832,17.980061,30.667605,21.902081,23.666565,23.892447,24.634115,25.871875,21.782327,23.671838,26.615955,29.576613,27.46583,27.722744,22.58244,16.994045,15.649412
5/9/2016,12.862376,10.924559,11.521916,6.397993,9.652609,17.612705,25.492596,22.44521,22.825862,24.013245,23.009388,23.671675,24.448054,23.726422,22.490594,22.217405,22.967524,23.548134,24.629388,23.711759,25.770149,23.668404,17.847954,15.654244
1/8/2016,16.178501,17.963098,17.89659,18.49967,18.192427,20.000291,23.17854,24.586518,24.227833,26.65601,25.947478,25.057037,24.926002,24.114234,23.914835,24.26862,24.14841,24.567726,24.735044,23.3226,22.288615,19.750112,18.078219,15.699516
6/5/2016,19.745006,19.371667,17.254459,14.457736,14.363129,14.577909,13.849901,16.013939,18.987239,20.479512,22.034959,23.068921,28.764694,23.729655,23.991249,24.999095,30.640506,26.063403,29.155703,27.651774,24.635829,24.290955,18.576339,15.73506
5/17/2016,15.81525,14.73773,14.944117,15.238348,16.856765,20.340087,77.038378,24.901477,29.009291,26.563693,25.107809,25.830086,23.994494,28.278857,23.65577,33.48832,23.838853,24.047384,23.565521,22.771435,23.618283,24.094249,19.251479,15.770309
5/8/2016,17.101376,14.879616,11.64806,6.123008,10.163378,10.474634,11.701079,16.366116,18.027137,19.736703,19.345318,18.799382,19.45682,18.804392,18.807213,20.109682,20.652578,20.489762,22.633622,21.969159,24.20897,23.348845,17.278392,15.779714
2/22/2016,14.614429,13.431523,13.759655,16.249464,17.413504,21.848789,53.648193,26.523528,24.983143,24.550009,22.318592,22.371204,21.769191,20.891402,19.795616,20.762683,21.153014,21.602369,25.347207,24.533859,23.017691,22.074043,19.778798,15.977344
3/25/2016,11.341335,13.32569,13.669825,12.567077,11.855096,15.120421,16.1064,16.611628,21.825492,21.622487,23.07059,26.689265,22.489454,23.573918,22.794003,21.578095,21.787135,22.008261,20.726528,24.649028,28.445181,22.200186,20.442028,16.083469
11/18/2015,17.876784,14.223377,13.380445,13.873506,16.690225,20.957335,25.382204,26.321209,25.230738,25.986355,33.850116,49.26632,54.024365,30.036652,26.343539,25.377589,29.145599,31.480042,52.649354,108.815994,67.51771,22.302939,20.615361,16.087311
3/24/2016,12.056311,11.949509,12.462148,12.693728,15.253514,13.857527,24.334676,25.781336,23.819228,32.996946,22.768859,21.914765,27.18162,25.049883,23.166035,23.039853,22.121268,22.036978,20.907164,20.444688,21.574675,21.744716,17.706457,16.090885
9/26/2016,17.475762,20.589525,16.653283,18.174247,19.957166,20.59507,23.548554,23.50905,22.850203,22.05216,22.529791,23.173385,24.405424,26.246425,23.224476,22.288794,22.39175,23.209851,24.000047,28.888878,29.659699,21.775058,19.78786,16.152844
2/23/2016,14.795225,14.399575,13.795177,14.165717,15.907604,19.504965,22.591231,24.145018,23.538895,23.738024,22.792767,22.70239,21.429266,22.347395,21.975064,21.37435,22.680874,23.218733,25.499688,22.736462,23.396046,20.708452,18.370779,16.164501
12/24/2015,11.551957,2.120147,2.996409,2.178204,5.269245,9.152672,-22.762968,16.053484,22.20649,21.486542,22.31749,18.208042,48.141869,19.515352,20.098136,18.928075,16.153191,23.687648,16.177937,15.221811,16.76457,16.154654,14.889249,16.180357
2/29/2016,12.556821,11.368274,10.518531,10.677639,11.115286,16.049522,22.991953,28.723819,23.980559,21.720009,21.458942,21.901747,18.18781,20.623205,18.082948,17.084919,19.941497,22.138835,31.057667,28.264469,22.607435,20.015377,15.909551,16.300701
5/23/2015,18.601626,16.983636,14.48788,0.634891,9.686937,1.857105,5.328424,17.671672,22.903296,23.542983,23.882842,23.645631,23.335605,22.289261,21.806095,22.047143,23.627441,24.516007,24.649063,23.487561,23.162267,24.532028,19.799017,16.324236
6/12/2016,22.068928,21.148122,20.256694,17.614608,14.58286,11.28266,11.654229,18.175828,21.833344,22.766202,24.050906,25.475058,24.480624,24.909473,24.047299,24.528511,24.797752,23.885701,23.71074,22.91421,20.589085,21.574233,20.027903,16.345991
9/10/2015,22.894542,22.376417,22.825126,21.263837,22.111185,24.754375,25.888345,24.977056,27.657048,31.977485,29.758583,30.465866,28.722222,28.220119,27.551117,28.873271,29.219198,28.675715,27.014485,27.999118,29.682171,24.66433,20.214848,16.362504
7/2/2015,20.939969,18.797347,11.536629,15.496587,15.655601,18.202846,18.838643,20.660342,23.356121,25.090011,26.160716,25.976518,25.166207,25.21431,23.742817,23.283444,22.928159,23.617426,23.096428,21.930314,23.043798,23.615755,18.964769,16.434983
5/3/2016,21.402508,19.646236,18.971808,18.492105,19.98555,22.827345,32.106027,25.704053,25.977627,26.712335,25.820288,25.973474,25.999555,31.340372,25.521516,28.105193,25.532473,24.933049,24.846225,24.505232,24.17372,27.077388,19.733489,16.445237
12/31/2015,18.300018,15.555643,14.125085,11.790309,12.12367,13.040164,13.970912,15.283151,18.906007,20.505689,21.129116,21.115555,20.515649,19.775368,20.185195,20.809679,21.983121,22.456312,21.689144,19.934288,19.889624,17.921707,17.523987,16.507563
3/9/2016,5.256812,7.219908,5.881336,8.800691,9.845226,13.353713,20.127955,20.221213,20.078202,18.903069,18.508548,25.569503,23.535606,29.679211,33.30904,20.416237,19.547296,16.759403,28.080747,32.658824,21.755033,20.071804,15.838495,16.530845
12/22/2015,19.755657,17.509747,15.112914,15.09046,16.089792,17.546007,23.883189,25.571348,43.758937,59.316944,27.988221,29.529745,24.918553,24.01014,24.051833,24.86102,23.744001,49.020408,44.447246,26.002539,25.246267,26.331215,21.68049,16.535929
3/27/2016,15.043806,11.549777,12.379375,11.897572,13.669672,16.115651,14.271283,19.144279,22.076092,22.515814,23.252499,22.109373,21.536936,18.73519,17.598804,16.836431,13.82319,15.613121,17.820822,20.577056,21.097953,20.791387,18.904718,16.58496
10/11/2015,15.65402,8.941457,9.125539,7.330925,7.736168,7.620194,13.675424,19.000845,19.610829,21.979524,21.475254,21.154341,21.929134,21.089764,19.741482,22.910832,23.632196,23.469081,23.483558,30.053433,24.492874,22.8364,20.166168,16.673596
1/7/2016,22.913099,22.90788,21.735974,23.263174,22.755991,23.077469,24.510247,30.457344,26.548784,30.075221,26.620663,23.592105,23.994809,20.779556,21.833131,22.443504,21.533,29.706884,25.968943,26.256309,25.600302,23.795398,21.001107,16.709752
3/1/2016,18.978704,17.360789,17.60417,17.357486,18.961047,21.934647,87.879513,24.41055,23.562219,21.710156,22.049891,20.578934,20.154613,18.427716,18.261351,18.350012,17.979461,20.8773,44.348038,52.831617,24.350216,20.798251,17.998089,16.83219
11/25/2015,20.672462,21.380064,21.929576,22.120894,22.011596,23.39171,25.982013,27.986832,46.323651,24.916473,24.142068,22.85044,22.378665,20.41688,19.667901,20.110646,21.120819,23.861596,24.374288,23.904484,21.262885,19.47158,17.671466,16.835117
11/28/2015,11.813439,14.624019,10.147602,12.183379,32.300505,2.408813,13.490866,18.365794,19.140642,21.60263,22.753818,23.70833,21.775667,21.702455,20.719403,20.418316,23.023808,23.823443,23.357078,23.792692,23.572583,22.877982,21.82029,16.851917
9/19/2014,18.486441,21.254817,15.940132,16.508377,19.360634,24.40023,26.282183,27.626852,26.791625,28.269681,31.365294,29.346872,28.188334,29.413665,27.824706,27.071656,27.79288,28.156758,26.373292,25.773707,27.912288,26.641421,24.102465,16.856778
5/12/2016,16.823025,15.162414,15.550412,14.587035,16.403493,19.499177,21.796182,22.757526,22.82906,22.57231,24.46306,24.128767,26.644169,39.296721,23.738956,23.358983,23.746077,24.35981,23.955222,24.435763,28.034469,23.129621,22.37158,16.859551
11/21/2015,23.161932,22.271537,20.792987,19.908049,20.702841,23.453129,34.758041,62.773379,39.91225,25.750883,24.808443,23.790208,31.64934,20.324694,19.816772,20.139205,21.379747,23.959673,20.800864,20.215193,20.751576,19.31028,14.982272,16.904235
4/28/2015,22.354879,24.94849,23.545411,23.43646,24.089008,25.86025,49.570622,42.298866,28.26163,26.487755,26.071005,27.869887,26.866462,26.659173,28.523536,30.053386,27.576338,26.867114,26.247496,26.393473,49.47705,35.122757,22.902845,16.916953
1/4/2015,18.514125,18.524736,13.455477,16.397863,15.212641,19.187056,18.023604,15.499596,15.467087,19.636467,22.1867,22.36031,22.867144,24.054626,23.581055,23.563767,25.13848,27.797309,26.766202,25.701101,25.739877,22.67215,20.066108,16.949869
12/12/2015,22.107738,20.147969,14.766124,13.885725,15.825882,20.410984,21.435966,22.388583,23.184618,25.133074,23.058094,21.8485,21.750477,21.14514,20.553228,21.744191,27.918569,37.111164,24.684537,23.719428,24.242419,21.772746,22.488675,16.952621
8/22/2016,16.014944,18.070664,13.358325,9.699502,11.155831,15.868835,19.54022,20.07019,22.301173,22.858289,23.637246,24.165291,24.2376,25.266383,38.664321,29.83917,34.593839,46.648302,36.65588,22.954449,23.203692,21.707185,19.26253,16.955195
4/3/2016,22.199619,21.156946,21.524896,21.68734,23.241309,22.891052,23.983197,22.873557,23.968635,22.624055,21.690319,18.905326,18.584698,18.599299,18.305407,17.710924,19.230822,19.536204,21.093544,22.957996,24.324919,23.816454,19.483121,16.992738
5/14/2016,17.497617,16.397753,13.187037,13.186367,12.455081,14.342076,13.361292,16.608876,19.671659,20.922886,22.114327,22.132699,22.050273,21.412319,21.755681,20.030936,21.221715,21.609858,21.445117,21.71685,26.036289,23.341046,16.521579,17.152451
12/11/2015,17.208261,13.509673,10.93831,12.908201,15.318047,17.153742,24.933384,27.012055,27.573066,25.753374,25.345944,21.934647,22.161875,23.446769,21.889913,24.138761,28.146601,28.21074,23.184006,23.312253,24.055089,21.43557,18.690006,17.161544
12/9/2015,21.55609,20.671408,18.636119,20.733336,24.419715,23.876087,102.694139,49.678134,27.530101,26.821756,27.719844,24.726479,22.791923,23.259798,23.623382,25.939175,30.587825,39.045143,33.083628,27.176495,27.630655,24.462682,18.329403,17.182214
5/30/2016,19.826721,17.400022,14.996775,13.115389,12.194239,12.147339,11.258873,10.448208,16.062121,21.779204,24.608004,26.083971,26.390994,28.625447,40.086845,26.483288,27.667471,28.118174,29.07822,26.276911,25.440567,27.743961,22.722779,17.187828
11/11/2015,22.991702,20.12292,19.985756,20.404234,23.412671,22.356631,25.159818,25.834612,25.942631,25.94486,25.381941,24.742497,24.506688,23.660577,24.257961,23.287079,24.181627,27.341573,26.254136,27.183682,27.560092,24.451121,21.533296,17.200481
3/12/2016,16.671401,13.017024,15.918753,13.782631,16.611357,18.640463,18.845655,27.146289,61.719963,35.081098,26.487139,24.849663,24.120383,21.400685,22.208783,20.875357,23.328995,22.788657,28.570087,26.356303,24.296426,21.474443,18.433387,17.229147
10/23/2016,19.300682,20.107395,19.527949,17.959657,19.08405,19.752579,21.758064,21.243609,21.275368,21.596952,21.738276,21.69129,21.339465,19.943259,20.395321,20.996206,22.114439,22.412884,35.375436,40.258459,26.283791,21.633305,20.10694,17.250633
11/29/2015,19.52014,17.776376,17.585412,15.356613,16.805461,14.689723,18.746721,20.147623,21.606452,21.314743,21.673833,21.704492,22.800591,21.115679,21.015923,21.36991,24.098565,30.190302,25.332935,23.730847,59.139698,22.945953,21.021172,17.299277
6/6/2015,20.202847,21.61903,19.450995,14.48197,11.942376,15.265379,17.43096,15.017322,19.057223,23.758044,25.69927,25.437439,24.025975,24.63966,26.658192,30.752124,39.09972,54.47177,28.365269,27.776677,24.153124,26.421923,23.969259,17.31865
4/24/2016,15.94471,15.971313,15.885782,14.514254,16.02473,20.048083,17.624317,16.694868,20.891151,22.023588,21.360941,22.806158,22.419859,22.957752,23.327084,28.95215,38.343881,26.364461,23.104941,23.246678,27.305323,24.192657,20.212024,17.441839
10/27/2014,23.296875,23.333447,25.321398,24.002115,32.084595,31.122558,81.192027,69.502083,73.183773,36.267219,36.119777,31.69214,52.531079,32.363342,41.52975,37.571693,37.561148,32.706804,68.970209,63.169299,31.989687,51.398506,26.154867,17.443318
1/3/2016,20.475634,17.02936,16.578035,16.572242,17.658793,17.710921,18.343592,20.482671,15.734297,10.868453,14.998104,14.023171,17.554317,18.610334,16.069646,5.111893,16.875722,23.349589,24.315482,25.527449,26.631486,21.219606,17.112766,17.444583
7/4/2016,13.145842,14.186748,13.578717,13.354603,15.100811,14.825162,-56.565045,-34.893242,14.230478,16.004596,19.346729,20.431052,20.800002,21.263666,20.903263,19.957534,19.523172,19.830688,21.17175,21.077245,21.18468,20.9459,19.285032,17.456393
5/7/2016,17.474585,16.927061,15.106901,12.929964,14.118963,19.118121,16.976496,17.663063,22.081646,24.734811,22.541565,22.878656,21.782363,18.056388,19.987273,19.222191,19.89018,19.745913,20.600549,20.550973,25.111157,21.508692,19.34684,17.482078
3/11/2016,13.513633,14.268081,13.726755,12.708021,12.967225,6.715693,21.266318,23.801811,22.104407,22.142044,29.1646,32.849836,28.342063,24.173133,21.219156,20.215416,19.458145,16.956944,29.846227,22.115435,22.958221,20.553458,20.741328,17.489024
